position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1355,-/-,395.13044780565104,553.8328517345275,1.401645595297014,5.553028676781943e-05,7.783378185369417e-05,0.9999444697132321,0.9999221662181463,,163,1.0662911885853275,1.0340566095641446
2600,-/-,1290.1078931887687,1153.6237038239594,0.8942071511341115,0.00018130736739740337,0.00016212634448005775,0.9998186926326026,0.9998378736555199,,163,0.9780443530451763,0.9484775252199519
2604,-/-,108.90521176268827,9.347389902692447,0.08583051032544736,1.530516737770288e-05,1.3136503266446273e-06,0.9999846948326223,0.9999986863496734,,163,0.5179606600601806,0.5023024196045643
2706,+/+,157.77293498953557,174.48461151692567,1.1059223277331978,2.2172870688210584e-05,2.452147276403304e-05,0.9999778271293118,0.999975478527236,NDEONHPJ_00003,163,1.0197658039078474,0.9889377132877053
2725,+/+,807.0155435747926,921.4968545737637,1.1418576282829196,0.00011341521467067007,0.0001295040280350495,0.9998865847853293,0.999870495971965,NDEONHPJ_00003,163,1.0260462212219277,0.9950282700736635
2793,-/-,333.6967386061859,609.9171911506821,1.8277589217630306,4.689660260603832e-05,8.571568381356193e-05,0.999953103397394,0.9999142843161865,NDEONHPJ_00003,163,1.1184066705438458,1.0845966113542038
2966,-/-,541.733617486193,476.71688503731474,0.8799839434913131,7.613339669934255e-05,6.699616665887598e-05,0.9999238666033007,0.9999330038333412,NDEONHPJ_00003,163,0.9748985479895486,0.9454268196106446
3229,-/-,174.52758295302607,574.0855298570277,3.2893684777124443,2.4527511823241796e-05,8.068002422809085e-05,0.9999754724881768,0.9999193199757719,NDEONHPJ_00003,163,1.233769782628529,1.1964722320365084
3476,-/-,269.47058807947224,618.4856318948168,2.295187895283077,3.787047825508533e-05,8.691986327965283e-05,0.9999621295217449,0.9999130801367203,NDEONHPJ_00003,163,1.1631159229781776,1.1279542780809912
3578,+/+,164.75403830765663,410.5062065599099,2.4916306196594906,2.315397116114026e-05,5.769114351180987e-05,0.9999768460288389,0.9999423088564882,NDEONHPJ_00003,163,1.1792349558917106,1.1435860236139677
6450,+/+,76.79213649933148,102.0423397710592,1.3288123553112439,1.0792105202226392e-05,1.434068273253718e-05,0.9999892078947977,0.9999856593172675,NDEONHPJ_00005,163,1.055811398839571,1.0238936297238823
6492,-/-,146.6031696805419,331.83234154558187,2.2634731722967976,2.060310993152311e-05,4.663458659588427e-05,0.9999793968900684,0.9999533654134041,NDEONHPJ_00005,163,1.1603790155982263,1.125300108941923
6953,+/+,1.3962206636242087,18.694779805384893,13.389559610769787,1.962200945859344e-07,2.6273006532892545e-06,0.9999998037799054,0.9999973726993467,NDEONHPJ_00006,163,1.5093455385159649,1.4637171786904355
7134,-/-,344.8665039151795,233.68474756731115,0.6776092920430055,4.846636336272579e-05,3.284125816611568e-05,0.9999515336366372,0.9999671587418338,NDEONHPJ_00006,163,0.9235928659535505,0.8956721370385163
7675,-/-,1126.7500755447363,1681.7512333260827,1.4925681123322994,0.00015834961633084905,0.0002363475879354792,0.9998416503836691,0.9997636524120646,NDEONHPJ_00007,163,1.0786419306688273,1.0460339818065327
8185,+/+,368.6022551967911,446.3378678535643,1.2108929382845783,5.180210497068668e-05,6.272680309728095e-05,0.9999481978950293,0.9999372731969027,NDEONHPJ_00007,163,1.037569449071584,1.0062031443003365
8407,+/+,191.28223091651657,415.95885066981384,2.174581761603122,2.688215295827301e-05,5.845743953568591e-05,0.9999731178470417,0.9999415425604643,NDEONHPJ_00007,163,1.1525148887261476,1.1176737190236936
9052,-/-,414.67753709639,527.3485803435655,1.2717076117411819,5.827736809202252e-05,7.411177259486772e-05,0.999941722631908,0.9999258882274051,NDEONHPJ_00007,163,1.0471906055013913,1.0155334477900353
9154,+/+,258.3008227704786,344.2955280825051,1.3329246279189741,3.630071749839786e-05,4.838612036474377e-05,0.9999636992825016,0.9999516138796353,NDEONHPJ_00007,163,1.0564197797047694,1.0244836188952506
9790,+/+,834.9399568472768,1269.6871284490574,1.5206927372878172,0.00011733961656238877,0.00017843750270256188,0.9998826603834376,0.9998215624972975,NDEONHPJ_00008,163,1.0823032341488517,1.0495846020345423
9795,-/-,191.28223091651657,218.10576439615707,1.1402301371701766,2.688215295827301e-05,3.06518409550413e-05,0.9999731178470417,0.9999693481590449,NDEONHPJ_00008,163,1.0257637258385357,0.9947543146837147
9846,+/+,593.3937820402887,662.885733932606,1.11710933615344,8.339354019902212e-05,9.315970233121481e-05,0.999916606459801,0.9999068402976687,NDEONHPJ_00008,163,1.0217431900025284,0.9908553218947669
10151,-/-,328.11185595168905,400.3798674986598,1.2202541914779557,4.611172222769459e-05,5.626802232461153e-05,0.9999538882777723,0.9999437319776754,NDEONHPJ_00008,163,1.0390811752884872,1.007669170188175
10156,+/+,363.01737254229425,594.3382079795281,1.6372169844579083,5.101722459234294e-05,8.352626660248755e-05,0.9999489827754077,0.9999164737333975,NDEONHPJ_00008,163,1.0967918484977741,1.0636352174680304
10351,-/-,27.924413272484173,148.77928928452144,5.3279289284521445,3.924401891718688e-06,2.0908934365760318e-05,0.9999960755981083,0.9999790910656342,NDEONHPJ_00008,163,1.328438790897444,1.2882793432358717
10359,+/+,111.6976530899367,122.2950178935595,1.0948754473389877,1.5697607566874753e-05,1.7186925106933872e-05,0.9999843023924331,0.9999828130748931,NDEONHPJ_00008,163,1.0177947724854282,0.9870262672476088
10431,-/-,44.67906123597468,66.21067847740483,1.4819174048378019,6.279043026749901e-06,9.305023147066108e-06,0.9999937209569733,0.9999906949768529,NDEONHPJ_00008,163,1.0772201300139126,1.0446551629806475
10724,-/-,8.377323981745251,34.27376297653897,4.091254325512991,1.1773205675156062e-06,4.8167178643636325e-06,0.9999988226794325,0.9999951832821357,,163,1.276585265191049,1.2379933786139186
11293,-/-,127.05608038980299,89.57915323413594,0.7050363348161747,1.7856028607320028e-05,1.2589148963677677e-05,0.9999821439713927,0.9999874108510364,NDEONHPJ_00009,163,0.9313843768270516,0.9032281061804202
11350,+/+,26.528192608859964,1.5578983171154077,0.05872613864372714,3.7281817971327534e-06,2.1894172110743787e-07,0.9999962718182028,0.9999997810582789,NDEONHPJ_00009,163,0.4434607502015303,0.4300546836896899
11424,-/-,68.41481251758623,317.03230753298544,4.633971736040223,9.614784634710786e-06,4.45546402453636e-05,0.9999903852153653,0.9999554453597547,NDEONHPJ_00009,163,1.301047308155679,1.2617159203377954
11587,-/-,86.56568114470093,57.642237733270086,0.6658786365570997,1.2165645864327931e-05,8.1008436809752e-06,0.9999878343541356,0.999991899156319,NDEONHPJ_00009,163,0.9201665616214428,0.892349411802744
11588,+/+,22.33953061798734,7.789491585577038,0.34868644819712985,3.1395215133749503e-06,1.0947086055371892e-06,0.9999968604784866,0.9999989052913945,NDEONHPJ_00009,163,0.7931614684310382,0.7691837536150522
11931,+/+,65.6223711903378,205.64257785923382,3.1337267174142056,9.222344445538915e-06,2.89003071861818e-05,0.9999907776555544,0.9999710996928138,NDEONHPJ_00009,163,1.22424480724639,1.1872352019876118
12116,-/-,1.3962206636242087,31.157966342308153,22.31593268461631,1.962200945859344e-07,4.378834422148757e-06,0.9999998037799054,0.9999956211655778,,163,1.6096309209479618,1.560970877920621
12408,-/-,438.4132883780015,477.4958341958725,1.0891454407380414,6.16131096999834e-05,6.71056375194297e-05,0.9999383868903,0.9999328943624806,NDEONHPJ_00010,163,1.0167654421664332,0.9860280541598745
12433,+/+,735.8082897299579,1378.740010647136,1.873776131488182,0.00010340798984678742,0.00019376342318008254,0.9998965920101532,0.9998062365768199,NDEONHPJ_00010,163,1.123299573589607,1.0893415992042286
