position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
2725,+/+,130.0647401028945,202.06195133037446,1.5535490338928353,3.0215932923095514e-05,4.6941933400845754e-05,0.9999697840670769,0.9999530580665992,NDEONHPJ_00003,175,1.0853007595117619,1.087516846895773
2771,-/-,307.9083643252196,592.6329182311592,1.9247054867441251,7.153159630773632e-05,0.0001376772558890659,0.9999284684036923,0.9998623227441109,NDEONHPJ_00003,175,1.1267908303581269,1.1290916367674944
2873,+/+,98.21215068994074,128.1368471851155,1.3046944424386764,2.2816112615398655e-05,2.9768055327365597e-05,0.9999771838873845,0.9999702319446726,NDEONHPJ_00003,175,1.0514980061366666,1.0536450713121859
3156,+/+,169.8804768690867,425.06934883523894,2.502167151101218,3.946570830771659e-05,9.874979892251088e-05,0.9999605342916923,0.9999012502010775,NDEONHPJ_00003,175,1.1775924576085073,1.179996996411177
3182,+/b,114.13844539641762,179.26837755225296,1.5706222117326956,2.6516022769247088e-05,4.1646654328189376e-05,0.9999734839772307,0.9999583533456718,NDEONHPJ_00003,175,1.0874166538933945,1.0896370617450768
3476,-/-,748.5358512044132,1186.497921531406,1.5850916420667103,0.00017389577723087623,0.00027564074307935647,0.9998261042227691,0.9997243592569206,NDEONHPJ_00003,175,1.0892104867309913,1.0914345574293876
6588,+/+,228.27689079283525,167.5635693959203,0.7340364975795416,5.3032045538494176e-05,3.892745696655502e-05,0.9999469679544615,0.9999610725430335,NDEONHPJ_00005,175,0.9401311516653322,0.9420508156536433
6615,+/+,196.42430137988148,501.4586231186732,2.5529357599641407,4.563222523079731e-05,0.00011649613959844038,0.9999543677747692,0.9998835038604016,NDEONHPJ_00005,175,1.181484327036815,1.1838968126898528
7144,+/+,589.2729041396444,376.4019886062768,0.638756654110602,0.00013689667569239192,8.744366252413645e-05,0.9998631033243076,0.9999125563374759,NDEONHPJ_00006,175,0.9132051379864567,0.9150698214555961
8059,-/-,414.0836623683988,745.4114667980277,1.800147010231125,9.619766400005919e-05,0.00017316993724092488,0.999903802336,0.9998268300627591,NDEONHPJ_00007,175,1.113839001878284,1.1161133618086985
8224,-/-,658.2868478677109,411.51641307527484,0.6251323635102809,0.0001529296196924018,9.560125460903954e-05,0.9998470703803076,0.9999043987453909,NDEONHPJ_00007,175,0.9090293398280991,0.910885496689719
8383,-/-,241.54880304823263,306.17313966828084,1.2675415311710072,5.611530400003453e-05,7.112847835433031e-05,0.9999438846959999,0.9999288715216457,NDEONHPJ_00007,175,1.0459060504582975,1.0480416973589082
8509,-/-,191.11553647772251,495.91424030777875,2.594840008549411,4.439892184618117e-05,0.00011520809874292936,0.9999556010781538,0.9998847919012571,NDEONHPJ_00007,175,1.184636644312875,1.1870555667167257
9024,-/-,342.41533618925286,417.0607958861692,1.2179968354444843,7.954806830774126e-05,9.688929546455053e-05,0.9999204519316922,0.9999031107045354,NDEONHPJ_00007,175,1.038186592269413,1.0403064767246792
9496,+/+,583.9641392374855,807.631762786954,1.3830160253359458,0.0001356633723077758,0.0001876246179527707,0.9998643366276923,0.9998123753820473,,175,1.062794833067003,1.0649649653558733
9692,+/+,61.05079637482803,304.94105459919314,4.994874312973319,1.418298892308565e-05,7.084224705310563e-05,0.9999858170110769,0.9999291577529469,,175,1.3114333421242268,1.31411117207964
10253,+/+,66.359561276987,235.94429073028482,3.555543258422785,1.5416292307701796e-05,5.481329418452416e-05,0.9999845837076923,0.9999451867058154,NDEONHPJ_00008,175,1.2456165557633583,1.2481599937093377
11149,-/-,175.18924177124566,249.49722649024895,1.4241583784923926,4.069901169233274e-05,5.796183849799552e-05,0.9999593009883077,0.999942038161502,NDEONHPJ_00009,175,1.0684635287991926,1.0706452360593193
11348,+/+,353.0328659935708,756.5002324198166,2.142860637891979,8.201467507697355e-05,0.00017574601895194693,0.999917985324923,0.999824253981048,NDEONHPJ_00009,175,1.1475858371552898,1.1499291051144256
11829,-/-,34.50697186403323,54.82778557440039,1.5888900883692907,8.016472000004933e-06,1.273729290449778e-05,0.999991983528,0.9999872627070955,NDEONHPJ_00009,175,1.0896534457181932,1.0918784208993464
12119,+/+,103.5209155920997,101.64701819973105,0.9818983692169773,2.4049416000014797e-05,2.3614082351035213e-05,0.999975950584,0.9999763859176489,,175,0.9964629892605392,0.9984976778385954
12355,+/+,79.63147353238439,412.7484981443625,5.183233209624165,1.8499550769242154e-05,9.58874859102642e-05,0.9999815004492307,0.9999041125140897,,175,1.3186058612358738,1.3212983368358011
12408,-/-,132.719122553974,227.9357377812151,1.7174295112486038,3.083258461540359e-05,5.295279072656381e-05,0.9999691674153846,0.9999470472092734,NDEONHPJ_00010,175,1.1047193713662629,1.1069751098242906
12548,+/+,589.2729041396444,1081.770690658956,1.8357719879185226,0.00013689667569239192,0.00025131108247525963,0.9998631033243076,0.9997486889175248,NDEONHPJ_00010,175,1.1176414660894256,1.1199235903127263
12670,+/+,560.0746971777702,235.94429073028482,0.42127289791739164,0.00013011350707700314,5.481329418452416e-05,0.999869886492923,0.9999451867058154,NDEONHPJ_00010,175,0.8326092992935226,0.834309413246087
12800,+/+,108.82968049425865,118.28016663241432,1.0868373967031377,2.528271938463094e-05,2.747820491756825e-05,0.9999747172806154,0.9999725217950824,NDEONHPJ_00010,175,1.0161234636369492,1.018198297150727
13138,+/+,284.01892226550433,552.5901534858107,1.9456103455291711,6.598173107696369e-05,0.00012837473859926416,0.999934018268923,0.9998716252614007,NDEONHPJ_00010,175,1.1288816564134916,1.1311867321032432
13349,-/-,284.01892226550433,356.0725849663306,1.253693176940759,6.598173107696369e-05,8.272084605392941e-05,0.999934018268923,0.9999172791539461,,175,1.0437793959267723,1.045910700388445
13365,+/+,167.22609441800722,244.56888621389837,1.4625043242507416,3.884905661540852e-05,5.681691329309685e-05,0.9999611509433846,0.9999431830867069,,175,1.073607996565387,1.0758002083700047
13943,+/+,132.719122553974,133.0651874614661,1.0026074984586444,3.083258461540359e-05,3.091298053226428e-05,0.9999691674153846,0.9999690870194677,NDEONHPJ_00012,175,1.000504219397395,1.002547159807069
14331,+/+,289.32768716766327,758.9644025579919,2.623200046935631,6.721503446157983e-05,0.00017631848155439625,0.9999327849655384,0.9998236815184456,NDEONHPJ_00012,175,1.1867501312946924,1.1891733692505184
14383,+/+,289.32768716766327,420.7570510934322,1.4542578182281138,6.721503446157983e-05,9.774798936822455e-05,0.9999327849655384,0.9999022520106318,NDEONHPJ_00012,175,1.0725157695954828,1.0747057511700122
