position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
2604,-/-,317.59044119599656,1088.646608078076,3.427831782274054,8.52566154241796e-05,0.0002922453360001192,0.9999147433845759,0.9997077546639999,,127,1.2543641676320567,1.2721067284938614
2771,-/-,5.206400675344206,68.83055973654932,13.220373157699544,1.3976494331832723e-06,1.8477447050330117e-05,0.9999986023505668,0.9999815225529497,NDEONHPJ_00003,127,1.5329656344198899,1.5546489196807363
2873,+/+,126.68908310004235,81.47290744326246,0.6430933546099302,3.4009469540792965e-05,2.187126385549279e-05,0.9999659905304592,0.9999781287361446,NDEONHPJ_00003,127,0.9088647065689249,0.9217202933176175
2926,-/-,395.68645132615967,387.6986630058696,0.9798128333848211,0.0001062213569219287,0.00010407704869165534,0.999893778643078,0.9998959229513084,NDEONHPJ_00003,127,0.9957896243394064,1.0098747349247545
3037,+/+,1.735466891781402,95.5199604507215,55.039920901443,4.6588314439442413e-07,2.564217141678465e-05,0.9999995341168556,0.9999743578285832,NDEONHPJ_00003,127,1.827405030576607,1.8532530624407348
3080,-/-,20.825602701376823,4.2141159022377135,0.20235265037295222,5.590597732733089e-06,1.131272268387558e-06,0.9999944094022672,0.9999988687277316,NDEONHPJ_00003,127,0.6701724624187506,0.6796518273505605
3578,+/+,211.72696079733106,705.864413624817,3.3338428463084746,5.683774361611975e-05,0.000189488104954916,0.9999431622563839,0.9998105118950451,NDEONHPJ_00003,127,1.2486054467775707,1.2662665524624155
7079,-/b,140.57281823429358,348.36691458498433,2.478195421851464,3.773653469594836e-05,9.351850752003814e-05,0.999962263465304,0.99990648149248,NDEONHPJ_00006,127,1.1873579331570725,1.2041527132834493
7200,-/-,157.9274871521076,55.48585937946323,0.35133756877941147,4.23953661398926e-05,1.489508486710285e-05,0.9999576046338601,0.9999851049151329,NDEONHPJ_00006,127,0.7840650397621727,0.7951553770394684
7222,-/-,185.69495742061002,4.916468552610666,0.026476047712348887,4.9849496450203385e-05,1.3198176464521512e-06,0.9999501505035499,0.9999986801823535,NDEONHPJ_00006,127,0.2503330489291315,0.25387392602922504
