Locus,W,Count,SD,SE,M
NDEONHPJ_00003,1.033313936198063,82,0.34326181660091204,0.03790692625046281
NDEONHPJ_00005,0.906233624066761,18,0.34834465598858333,0.08210562281320746
NDEONHPJ_00006,0.9821252808837656,48,0.25404119673116254,0.03666768832949784
NDEONHPJ_00007,1.0450370217687948,134,0.2683404693761991,0.02318108587997803
NONCODE,0.9783995711518316,43339,0.2959265739775578,0.001421492337895287
NDEONHPJ_00008,1.0405096460244552,136,0.24277450997199201,0.020817742484431266
NDEONHPJ_00009,1.0750415588123472,116,0.2729674114390655,0.025344387889245864
NDEONHPJ_00010,1.0416636222567033,123,0.2273158160901113,0.02049637688480999
NDEONHPJ_00012,1.0693898717273607,85,0.25008300730405053,0.027125310633567008
NDEONHPJ_00013,1.0622556939095622,110,0.27975076676675625,0.02667318904248712
NDEONHPJ_00020,1.0086204287672342,47,0.2483727973729191,0.036228895977109134
NDEONHPJ_00021,1.0495496405713687,63,0.22325080499920066,0.028126957620136207
NDEONHPJ_00022,1.0648356996395971,130,0.22583229260868243,0.01980680232509365
NDEONHPJ_00024,1.0452787860977117,76,0.35193822470370706,0.04037008304875181
NDEONHPJ_00026,0.9253139193009838,136,0.21605192175672147,0.018526299449298875
NDEONHPJ_00027,1.053043861436545,100,0.22327757705069462,0.02232775770506946
NDEONHPJ_00028,0.9612088999357471,49,0.30226894305127494,0.04318127757875356
NDEONHPJ_00029,1.0267827212194434,66,0.22620014123298512,0.027843312644103776
NDEONHPJ_00030,1.0487885773064511,72,0.26162666042334454,0.03083299762075618
NDEONHPJ_00031,1.0031637841567906,156,0.3303691923485974,0.02645070442242931
NDEONHPJ_00032,1.0578274622706507,55,0.17983207863434109,0.02424855253635034
NDEONHPJ_00033,1.013388380345777,115,0.29121914748689526,0.027156325528317492
NDEONHPJ_00034,1.0370780170556204,209,0.2639098672342331,0.018255027232289448
NDEONHPJ_00035,0.9696497443303583,21,0.35706169343702177,0.07791724942591757
NDEONHPJ_00036,0.4129367629734316,33,0.37192864349997506,0.06474446644325806
NDEONHPJ_00037,0.9628314368362952,41,0.29915291268896105,0.04671983575456876
NDEONHPJ_00039,0.9877313446947525,69,0.24156455635571855,0.029080955192168547
NDEONHPJ_00040,0.9115900291808707,106,0.32308223780475603,0.031380520995850716
NDEONHPJ_00041,1.0516003390663407,39,0.221477405975695,0.03546476812842782
NDEONHPJ_00042,1.028990622443163,55,0.1432993182863901,0.01932247613595211
NDEONHPJ_00043,1.0660110487549768,25,0.14512474653863902,0.029024949307727803
NDEONHPJ_00044,1.0318856451027354,125,0.21956163000417667,0.019638189197599857
NDEONHPJ_00045,1.0437858599865273,56,0.19034974453037237,0.025436554560450016
NDEONHPJ_00046,1.0070020309092154,16,0.33279183769838555,0.08319795942459639
NDEONHPJ_00047,1.0394146592697993,24,0.08242477456900481,0.016824886654832755
NDEONHPJ_00048,1.028173268390642,70,0.28163311911577693,0.033661596130325766
NDEONHPJ_00049,0.9796256704118312,73,0.3390331954589878,0.0396808341340899
NDEONHPJ_00051,1.0030571896075648,65,0.252952109300694,0.03137484774089203
NDEONHPJ_00054,0.9368664397803403,85,0.34324494192833893,0.03723014119822631
NDEONHPJ_00055,0.9774360263793759,89,0.24619155157533587,0.026096252274533247
NDEONHPJ_00056,1.0487860064081234,63,0.26774748562734685,0.033733012434895265
NDEONHPJ_00058,0.7546655913227162,22,0.46201846834144733,0.09850266841991849
NDEONHPJ_00061,1.0357929410354283,56,0.2290580863381519,0.030609174312408904
NDEONHPJ_00062,0.8674958148076025,71,0.36309505619894167,0.04309145528777703
NDEONHPJ_00063,0.9766527968246975,93,0.33489958886164983,0.034727469623461044
